Site.State,Site.County,Year,Turbine.Capacity,Turbine.Hub_Height,Turbine.Rotor_Diameter,Turbine.Swept_Area,Turbine.Total_Height,Project.Capacity,Project.Number_Turbines
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
TX,Kenedy County,2010,2400,80.0,92.0,6647.61,125.9,201.6,84
NE,Fillmore County,2018,2300,90.0,116.0,10568.32,148.1,6.9,3
NE,Fillmore County,2018,2300,90.0,116.0,10568.32,148.1,6.9,3
NE,Fillmore County,2018,2300,90.0,116.0,10568.32,148.1,6.9,3
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
AZ,Coconino County,2012,1600,80.0,82.5,5345.62,121.3,99.2,62
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Ellis County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2300,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2300,90.0,116.0,10568.32,148.1,198.6,80
OK,Ellis County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Ellis County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Dewey County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2300,90.0,116.0,10568.32,148.1,198.6,80
OK,Dewey County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Dewey County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Dewey County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Dewey County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Dewey County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Dewey County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Ellis County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Dewey County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Ellis County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2300,90.0,116.0,10568.32,148.1,198.6,80
OK,Dewey County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Ellis County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Dewey County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Dewey County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2300,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Dewey County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Dewey County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Ellis County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2300,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Dewey County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Dewey County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Dewey County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Dewey County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Ellis County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2300,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Dewey County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Dewey County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Dewey County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Ellis County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Dewey County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
OK,Woodward County,2018,2500,90.0,116.0,10568.32,148.1,198.6,80
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
NE,Boone County,2011,1500,80.0,82.5,5345.62,121.3,40.5,27
OH,Fulton County,2012,750,65.0,54.0,2290.22,92.0,0.75,1
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
TX,Matagorda County,2020,3150,87.5,125.0,12271.85,150.0,151.2,48
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.0,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.0,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.0,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MI,Huron County,2013,1700,80.0,100.0,7853.98,130.1,74.8,44
MA,Bristol County,2012,2000,80.0,93.0,6792.91,126.5,2.0,1
IL,Adams County,2009,900,75.0,54.0,2290.22,102.1,0.9,1
ID,Twin Falls County,2011,1500,80.0,82.5,5345.62,121.3,10.5,7
ID,Twin Falls County,2011,1500,80.0,82.5,5345.62,121.3,10.5,7
ID,Twin Falls County,2011,1500,80.0,82.5,5345.62,121.3,10.5,7
ID,Twin Falls County,2011,1500,80.0,82.5,5345.62,121.3,10.5,7
ID,Twin Falls County,2011,1500,80.0,82.5,5345.62,121.3,10.5,7
ID,Twin Falls County,2011,1500,80.0,82.5,5345.62,121.3,10.5,7
ID,Twin Falls County,2011,1500,80.0,82.5,5345.62,121.3,10.5,7
AK,Kodiak Island Borough,2012,1500,80.0,77.0,4656.63,118.6,4.5,3
AK,Kodiak Island Borough,2012,1500,80.0,77.0,4656.63,118.6,4.5,3
AK,Kodiak Island Borough,2012,1500,80.0,77.0,4656.63,118.6,4.5,3
IL,Iroquois County,2015,1700,80.0,100.0,7853.98,130.1,175.1,103
IL,Kankakee County,2015,1700,80.0,100.0,7853.98,130.1,175.1,103
IL,Iroquois County,2015,1700,80.0,100.0,7853.98,130.1,175.1,103
IL,Kankakee County,2015,1700,80.0,100.0,7853.98,130.1,175.1,103
IL,Kankakee County,2015,1700,80.0,100.0,7853.98,130.1,175.1,103
IL,Iroquois County,2015,1700,80.0,100.0,7853.98,130.1,175.1,103
IL,Kankakee County,2015,1700,80.0,100.0,7853.98,130.1,175.1,103
IL,Kankakee County,2015,1700,80.0,100.0,7853.98,130.1,175.1,103
IL,Iroquois County,2015,1700,80.0,100.0,7853.98,130.1,175.1,103
IL,Kankakee County,2015,1700,80.0,100.0,7853.98,130.1,175.1,103
IL,Kankakee County,2015,1700,80.0,100.0,7853.98,130.1,175.1,103
IL,Iroquois County,2015,1700,80.0,100.0,7853.98,130.1,175.1,103
IL,Iroquois County,2015,1700,80.0,100.0,7853.98,130.1,175.1,103
IL,Kankakee County,2015,1700,80.0,100.0,7853.98,130.1,175.1,103
IL,Kankakee County,2015,1700,80.0,100.0,7853.98,130.1,175.1,103
IL,Kankakee County,2015,1700,80.0,100.0,7853.98,130.1,175.1,103
IL,Kankakee County,2015,1700,80.0,100.0,7853.98,130.1,175.1,103
IL,Kankakee County,2015,1700,80.0,100.0,7853.98,130.1,175.1,103
IL,Kankakee County,2015,1700,80.0,100.0,7853.98,130.1,175.1,103
IL,Kankakee County,2015,1700,80.0,100.0,7853.98,130.1,175.1,103
IL,Iroquois County,2015,1700,80.0,100.0,7853.98,130.1,175.1,103
IL,Kankakee County,2015,1700,80.0,100.0,7853.98,130.1,175.1,103
IL,Kankakee County,2015,1700,80.0,100.0,7853.98,130.1,175.1,103
IL,Kankakee County,2015,1700,80.0,100.0,7853.98,130.1,175.1,103
IL,Kankakee County,2015,1700,80.0,100.0,7853.98,130.1,175.1,103
